Store,Date,Month,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
10,21/10/2011,Oct,"1,745,929",0,77.91,3.842,130,7.874
10,28/10/2011,Oct,"1,771,793",0,72.79,3.843,130,7.874
10,04/11/2011,Nov,"1,904,439",0,68.57,3.828,130,7.874
10,11/11/2011,Nov,"2,076,571",0,55.28,3.677,130,7.874
10,18/11/2011,Nov,"1,869,088",0,58.97,3.669,130,7.874
10,25/11/2011,Nov,"2,950,199",1,60.68,3.76,130,7.874
10,02/12/2011,Dec,"2,068,097",0,57.29,3.701,130,7.874
10,09/12/2011,Dec,"2,429,311",0,42.58,3.644,130,7.874
10,16/12/2011,Dec,"2,555,031",0,50.53,3.489,130,7.874
10,23/12/2011,Dec,"3,487,987",0,48.36,3.541,130,7.874
10,30/12/2011,Dec,"1,930,690",1,48.92,3.428,130,7.874
10,06/01/2012,Jan,"1,683,402",0,59.85,3.443,130,7.545
10,13/01/2012,Jan,"1,711,563",0,51,3.477,130,7.545
10,20/01/2012,Jan,"1,675,563",0,54.51,3.66,130,7.545
10,27/01/2012,Jan,"1,632,406",0,53.59,3.675,130,7.545
10,03/02/2012,Feb,"1,867,403",0,56.85,3.543,130,7.545
10,10/02/2012,Feb,"2,218,596",1,55.73,3.722,130,7.545
10,17/02/2012,Feb,"2,168,710",0,54.12,3.781,130,7.545
10,24/02/2012,Feb,"2,039,416",0,56.02,3.95,131,7.545
10,02/03/2012,Mar,"1,990,371",0,57.62,3.882,131,7.545
10,09/03/2012,Mar,"1,917,483",0,57.65,3.963,131,7.545
10,16/03/2012,Mar,"1,930,815",0,62.11,4.273,131,7.545
10,23/03/2012,Mar,"1,837,458",0,56.54,4.288,131,7.545
10,30/03/2012,Mar,"1,815,760",0,67.92,4.294,131,7.545
10,06/04/2012,Apr,"2,163,384",0,65.99,4.282,131,7.382
10,13/04/2012,Apr,"1,974,688",0,70.28,4.254,131,7.382
10,20/04/2012,Apr,"1,777,167",0,67.75,4.111,131,7.382
10,27/04/2012,Apr,"1,712,988",0,80.11,4.088,131,7.382
10,04/05/2012,May,"1,821,364",0,77.02,4.058,131,7.382
10,11/05/2012,May,"1,792,345",0,76.03,4.186,131,7.382
10,18/05/2012,May,"1,795,153",0,85.19,4.308,131,7.382
10,25/05/2012,May,"1,830,939",0,86.03,4.127,131,7.382
10,01/06/2012,Jun,"1,767,471",0,80.06,4.277,131,7.382
10,08/06/2012,Jun,"1,840,491",0,86.87,4.103,131,7.382
10,15/06/2012,Jun,"1,811,563",0,88.58,4.144,131,7.382
10,22/06/2012,Jun,"1,755,334",0,89.92,4.014,131,7.382
10,29/06/2012,Jun,"1,707,482",0,91.36,3.875,131,7.382
10,06/07/2012,Jul,"1,806,000",0,86.87,3.666,131,7.17
10,13/07/2012,Jul,"1,765,572",0,89.8,3.723,131,7.17
10,20/07/2012,Jul,"1,869,967",0,84.45,3.589,131,7.17
10,27/07/2012,Jul,"1,817,604",0,83.98,3.769,131,7.17
10,03/08/2012,Aug,"1,939,440",0,84.76,3.595,131,7.17
10,10/08/2012,Aug,"1,880,437",0,90.78,3.811,131,7.17
10,17/08/2012,Aug,"1,827,797",0,88.83,4.002,131,7.17
10,24/08/2012,Aug,"1,764,984",0,82.5,4.055,131,7.17
10,31/08/2012,Aug,"1,650,286",0,86.97,3.886,131,7.17
10,07/09/2012,Sep,"1,708,283",1,83.07,4.124,131,7.17
10,14/09/2012,Sep,"1,640,169",0,78.47,3.966,131,7.17
10,21/09/2012,Sep,"1,671,858",0,81.93,4.125,131,7.17
10,28/09/2012,Sep,"1,694,862",0,82.52,3.966,131,7.17
10,05/10/2012,Oct,"1,758,971",0,80.88,4.132,131,6.943
10,12/10/2012,Oct,"1,713,889",0,76.03,4.468,131,6.943
10,19/10/2012,Oct,"1,734,835",0,72.71,4.449,131,6.943
10,26/10/2012,Oct,"1,744,349",0,70.5,4.301,131,6.943
11,05/02/2010,Feb,"1,528,009",0,46.04,2.572,214,7.368
11,12/02/2010,Feb,"1,574,684",1,48.01,2.548,215,7.368
11,19/02/2010,Feb,"1,503,299",0,48.3,2.514,215,7.368
11,26/02/2010,Feb,"1,336,405",0,52.79,2.561,215,7.368
11,05/03/2010,Mar,"1,426,623",0,53.96,2.625,215,7.368
11,12/03/2010,Mar,"1,331,883",0,64.1,2.667,215,7.368
11,19/03/2010,Mar,"1,364,207",0,61.51,2.72,215,7.368
11,26/03/2010,Mar,"1,245,624",0,58.09,2.732,214,7.368
11,02/04/2010,Apr,"1,446,210",0,66.16,2.719,214,7.343
11,09/04/2010,Apr,"1,470,308",0,69.57,2.77,214,7.343
11,16/04/2010,Apr,"1,323,243",0,67.81,2.808,214,7.343
11,23/04/2010,Apr,"1,283,767",0,68.37,2.795,214,7.343
11,30/04/2010,Apr,"1,239,767",0,71.13,2.78,214,7.343
11,07/05/2010,May,"1,312,330",0,75.57,2.835,214,7.343
11,14/05/2010,May,"1,266,796",0,77.64,2.854,214,7.343
11,21/05/2010,May,"1,271,647",0,76.97,2.826,214,7.343
11,28/05/2010,May,"1,264,273",0,79.69,2.759,214,7.343
11,04/06/2010,Jun,"1,396,322",0,79.66,2.705,214,7.343
11,11/06/2010,Jun,"1,339,571",0,82.81,2.668,215,7.343
11,18/06/2010,Jun,"1,336,523",0,84.13,2.637,215,7.343
11,25/06/2010,Jun,"1,262,025",0,84.5,2.653,215,7.343
11,02/07/2010,Jul,"1,302,600",0,83.09,2.669,215,7.346
11,09/07/2010,Jul,"1,280,156",0,83.01,2.642,214,7.346
11,16/07/2010,Jul,"1,290,610",0,84.9,2.623,214,7.346
11,23/07/2010,Jul,"1,244,390",0,84.57,2.608,215,7.346
11,30/07/2010,Jul,"1,250,179",0,83.26,2.64,215,7.346
11,06/08/2010,Aug,"1,369,635",0,86.54,2.627,215,7.346
11,13/08/2010,Aug,"1,384,339",0,87.73,2.692,215,7.346
11,20/08/2010,Aug,"1,430,192",0,88.93,2.664,215,7.346
11,27/08/2010,Aug,"1,311,263",0,87.7,2.619,215,7.346
11,03/09/2010,Sep,"1,303,914",0,84.94,2.577,215,7.346
11,10/09/2010,Sep,"1,231,428",1,81.93,2.565,215,7.346
11,17/09/2010,Sep,"1,215,676",0,83.04,2.582,215,7.346
11,24/09/2010,Sep,"1,170,103",0,77.36,2.624,215,7.346
11,01/10/2010,Oct,"1,182,490",0,75.11,2.603,215,7.564
11,08/10/2010,Oct,"1,293,473",0,68.71,2.633,215,7.564
11,15/10/2010,Oct,"1,175,004",0,71.46,2.72,215,7.564
11,22/10/2010,Oct,"1,169,831",0,72.6,2.725,215,7.564
11,29/10/2010,Oct,"1,195,036",0,74.21,2.716,215,7.564
11,05/11/2010,Nov,"1,332,759",0,64.41,2.689,215,7.564
11,12/11/2010,Nov,"1,281,676",0,63.74,2.728,215,7.564
11,19/11/2010,Nov,"1,292,347",0,58.63,2.771,215,7.564
11,26/11/2010,Nov,"1,757,243",1,69.9,2.735,215,7.564
11,03/12/2010,Dec,"1,380,523",0,55.9,2.708,215,7.564
11,10/12/2010,Dec,"1,564,516",0,53.33,2.843,215,7.564
11,17/12/2010,Dec,"1,843,971",0,54.63,2.869,215,7.564
11,24/12/2010,Dec,"2,306,265",0,59.33,2.886,215,7.564
11,31/12/2010,Dec,"1,172,003",1,55.03,2.943,215,7.564
11,07/01/2011,Jan,"1,178,905",0,54.43,2.976,215,7.551
11,14/01/2011,Jan,"1,194,450",0,45.34,2.983,215,7.551
11,21/01/2011,Jan,"1,187,776",0,51.51,3.016,215,7.551
11,28/01/2011,Jan,"1,100,419",0,51.04,3.01,216,7.551
11,04/02/2011,Feb,"1,422,546",0,47.17,2.989,216,7.551
11,11/02/2011,Feb,"1,419,237",1,44.61,3.022,216,7.551
11,18/02/2011,Feb,"1,554,747",0,61.5,3.045,217,7.551
11,25/02/2011,Feb,"1,323,999",0,68.74,3.065,217,7.551
11,04/03/2011,Mar,"1,399,457",0,66.5,3.288,217,7.551
11,11/03/2011,Mar,"1,314,557",0,63.29,3.459,217,7.551
11,18/03/2011,Mar,"1,391,814",0,70.17,3.488,218,7.551
11,25/03/2011,Mar,"1,229,777",0,73.74,3.473,218,7.551
11,01/04/2011,Apr,"1,258,674",0,69.1,3.524,218,7.574
11,08/04/2011,Apr,"1,327,401",0,73.57,3.622,218,7.574
11,15/04/2011,Apr,"1,312,906",0,76.64,3.743,219,7.574
11,22/04/2011,Apr,"1,388,119",0,78.31,3.807,219,7.574
11,29/04/2011,Apr,"1,357,590",0,79.97,3.81,219,7.574
11,06/05/2011,May,"1,331,453",0,71.39,3.906,219,7.574
11,13/05/2011,May,"1,277,959",0,80.93,3.899,219,7.574
11,20/05/2011,May,"1,239,467",0,76.97,3.907,219,7.574
11,27/05/2011,May,"1,216,877",0,85.61,3.786,219,7.574
11,03/06/2011,Jun,"1,343,637",0,86.14,3.699,219,7.574
11,10/06/2011,Jun,"1,314,627",0,85.79,3.648,218,7.574
11,17/06/2011,Jun,"1,337,507",0,87.9,3.637,218,7.574
11,24/06/2011,Jun,"1,254,588",0,86.13,3.594,218,7.574
11,01/07/2011,Jul,"1,297,472",0,86.43,3.524,219,7.567
11,08/07/2011,Jul,"1,334,628",0,87.17,3.48,219,7.567
11,15/07/2011,Jul,"1,266,547",0,88.3,3.575,219,7.567
11,22/07/2011,Jul,"1,290,576",0,87.8,3.651,219,7.567
11,29/07/2011,Jul,"1,212,939",0,89.46,3.682,219,7.567
11,05/08/2011,Aug,"1,403,199",0,90.04,3.684,219,7.567
11,12/08/2011,Aug,"1,354,188",0,90.3,3.638,219,7.567
11,19/08/2011,Aug,"1,484,170",0,89.51,3.554,219,7.567
11,26/08/2011,Aug,"1,304,707",0,89.09,3.523,219,7.567
11,02/09/2011,Sep,"1,297,792",0,91.44,3.533,219,7.567
11,09/09/2011,Sep,"1,249,440",1,84.91,3.546,219,7.567
11,16/09/2011,Sep,"1,270,816",0,85.11,3.526,219,7.567
11,23/09/2011,Sep,"1,235,775",0,82.14,3.467,220,7.567
11,30/09/2011,Sep,"1,190,516",0,84.4,3.355,220,7.567
11,07/10/2011,Oct,"1,346,271",0,76.97,3.285,220,7.197
11,14/10/2011,Oct,"1,286,389",0,75.56,3.274,221,7.197
11,21/10/2011,Oct,"1,325,108",0,70.91,3.353,221,7.197
11,28/10/2011,Oct,"1,310,684",0,72.66,3.372,221,7.197
11,04/11/2011,Nov,"1,458,287",0,61.13,3.332,221,7.197
11,11/11/2011,Nov,"1,366,054",0,64.2,3.297,221,7.197
11,18/11/2011,Nov,"1,315,092",0,66.17,3.308,222,7.197
11,25/11/2011,Nov,"1,848,953",1,70.03,3.236,222,7.197
11,02/12/2011,Dec,"1,399,322",0,56.89,3.172,222,7.197
11,09/12/2011,Dec,"1,646,656",0,50.63,3.158,222,7.197
11,16/12/2011,Dec,"1,783,910",0,59.69,3.159,223,7.197
11,23/12/2011,Dec,"2,213,519",0,54.29,3.112,223,7.197
11,30/12/2011,Dec,"1,352,084",1,48.86,3.129,223,7.197
11,06/01/2012,Jan,"1,283,886",0,54.44,3.157,223,6.833
11,13/01/2012,Jan,"1,264,737",0,53.1,3.261,223,6.833
11,20/01/2012,Jan,"1,207,303",0,56.43,3.268,223,6.833
11,27/01/2012,Jan,"1,162,676",0,58.36,3.29,224,6.833
11,03/02/2012,Feb,"1,376,732",0,60.24,3.36,224,6.833
11,10/02/2012,Feb,"1,574,288",1,52.23,3.409,224,6.833
11,17/02/2012,Feb,"1,569,608",0,52.77,3.51,224,6.833
11,24/02/2012,Feb,"1,379,473",0,61.11,3.555,224,6.833
11,02/03/2012,Mar,"1,438,383",0,62.61,3.63,224,6.833
11,09/03/2012,Mar,"1,413,383",0,61.44,3.669,225,6.833
11,16/03/2012,Mar,"1,441,884",0,64.21,3.734,225,6.833
11,23/03/2012,Mar,"1,300,594",0,67.16,3.787,225,6.833
11,30/03/2012,Mar,"1,300,104",0,70.23,3.845,225,6.833
11,06/04/2012,Apr,"1,596,325",0,74.19,3.891,225,6.664
11,13/04/2012,Apr,"1,472,752",0,72.74,3.891,225,6.664
11,20/04/2012,Apr,"1,315,357",0,71.97,3.877,225,6.664
11,27/04/2012,Apr,"1,236,238",0,73.4,3.814,225,6.664
11,04/05/2012,May,"1,370,251",0,79.07,3.749,225,6.664
11,11/05/2012,May,"1,300,147",0,75.13,3.688,225,6.664
11,18/05/2012,May,"1,352,442",0,72.53,3.63,225,6.664
11,25/05/2012,May,"1,297,336",0,78.44,3.561,225,6.664
11,01/06/2012,Jun,"1,361,595",0,81.67,3.501,225,6.664
11,08/06/2012,Jun,"1,414,344",0,82.1,3.452,225,6.664
11,15/06/2012,Jun,"1,417,875",0,84.97,3.393,225,6.664
11,22/06/2012,Jun,"1,355,680",0,83.26,3.346,225,6.664
11,29/06/2012,Jun,"1,297,029",0,87.86,3.286,225,6.664
11,06/07/2012,Jul,"1,461,130",0,83.44,3.227,225,6.334
11,13/07/2012,Jul,"1,320,240",0,82.46,3.256,225,6.334
11,20/07/2012,Jul,"1,344,484",0,82.41,3.311,225,6.334
11,27/07/2012,Jul,"1,272,395",0,85.43,3.407,225,6.334
11,03/08/2012,Aug,"1,399,341",0,86.94,3.417,225,6.334
11,10/08/2012,Aug,"1,388,974",0,86.21,3.494,225,6.334
11,17/08/2012,Aug,"1,421,307",0,87.73,3.571,226,6.334
11,24/08/2012,Aug,"1,409,516",0,83.17,3.62,226,6.334
11,31/08/2012,Aug,"1,372,872",0,86.49,3.638,226,6.334
11,07/09/2012,Sep,"1,304,584",1,85.17,3.73,226,6.334
11,14/09/2012,Sep,"1,267,675",0,79.61,3.717,226,6.334
11,21/09/2012,Sep,"1,326,133",0,73.64,3.721,226,6.334
11,28/09/2012,Sep,"1,227,431",0,77.67,3.666,227,6.334
11,05/10/2012,Oct,"1,422,794",0,73.37,3.617,227,6.034
11,12/10/2012,Oct,"1,311,965",0,69.94,3.601,227,6.034
11,19/10/2012,Oct,"1,232,073",0,73.77,3.594,227,6.034
11,26/10/2012,Oct,"1,200,729",0,74.26,3.506,227,6.034
12,05/02/2010,Feb,"1,100,046",0,49.47,2.962,126,13.975
12,12/02/2010,Feb,"1,117,863",1,47.87,2.946,126,13.975
12,19/02/2010,Feb,"1,095,422",0,54.83,2.915,127,13.975
12,26/02/2010,Feb,"1,048,617",0,50.23,2.825,127,13.975
12,05/03/2010,Mar,"1,077,018",0,53.77,2.987,127,13.975
12,12/03/2010,Mar,"985,594",0,50.11,2.925,127,13.975
12,19/03/2010,Mar,"972,088",0,59.57,3.054,127,13.975
12,26/03/2010,Mar,"981,616",0,60.06,3.083,127,13.975
12,02/04/2010,Apr,"1,011,822",0,59.84,3.086,127,14.099
12,09/04/2010,Apr,"1,041,239",0,59.25,3.09,127,14.099
12,16/04/2010,Apr,"957,998",0,64.95,3.109,127,14.099
12,23/04/2010,Apr,"993,833",0,64.55,3.05,126,14.099
12,30/04/2010,Apr,"954,220",0,67.38,3.105,126,14.099
12,07/05/2010,May,"1,043,240",0,70.15,3.127,126,14.099
12,14/05/2010,May,"966,055",0,68.44,3.145,126,14.099
12,21/05/2010,May,"958,375",0,76.2,3.12,126,14.099
12,28/05/2010,May,"955,451",0,67.84,3.058,126,14.099
12,04/06/2010,Jun,"1,049,357",0,81.39,2.941,126,14.099
12,11/06/2010,Jun,"1,016,040",0,90.84,2.949,126,14.099
12,18/06/2010,Jun,"956,211",0,81.06,3.043,126,14.099
12,25/06/2010,Jun,"958,008",0,87.27,3.084,126,14.099
12,02/07/2010,Jul,"951,957",0,91.98,3.105,126,14.18
12,09/07/2010,Jul,"943,506",0,90.37,3.1,126,14.18
12,16/07/2010,Jul,"916,403",0,97.18,3.094,126,14.18
12,23/07/2010,Jul,"912,404",0,99.22,3.112,126,14.18
12,30/07/2010,Jul,"913,548",0,96.31,3.017,126,14.18
12,06/08/2010,Aug,"967,577",0,92.95,3.123,126,14.18
12,13/08/2010,Aug,"928,264",0,87.01,3.159,126,14.18
12,20/08/2010,Aug,"948,447",0,92.81,3.041,126,14.18
12,27/08/2010,Aug,"1,004,516",0,93.19,3.129,126,14.18
12,03/09/2010,Sep,"1,075,759",0,83.12,3.087,126,14.18
12,10/09/2010,Sep,"903,119",1,83.63,3.044,126,14.18
12,17/09/2010,Sep,"852,883",0,82.45,3.028,126,14.18
12,24/09/2010,Sep,"851,919",0,81.77,2.939,126,14.18
12,01/10/2010,Oct,"850,936",0,85.2,3.001,126,14.313
12,08/10/2010,Oct,"918,336",0,71.82,3.013,126,14.313
12,15/10/2010,Oct,"862,420",0,75,2.976,126,14.313
12,22/10/2010,Oct,"857,883",0,68.85,3.014,126,14.313
12,29/10/2010,Oct,"955,295",0,61.09,3.016,126,14.313
12,05/11/2010,Nov,"929,691",0,65.49,3.129,126,14.313
12,12/11/2010,Nov,"942,475",0,57.79,3.13,127,14.313
12,19/11/2010,Nov,"894,494",0,58.18,3.161,127,14.313
12,26/11/2010,Nov,"1,601,377",1,47.66,3.162,127,14.313
12,03/12/2010,Dec,"1,069,533",0,43.33,3.041,127,14.313
12,10/12/2010,Dec,"1,121,934",0,50.01,3.203,127,14.313
12,17/12/2010,Dec,"1,295,605",0,52.77,3.236,127,14.313
12,24/12/2010,Dec,"1,768,250",0,52.02,3.236,127,14.313
12,31/12/2010,Dec,"891,737",1,45.64,3.148,127,14.313
12,07/01/2011,Jan,"910,110",0,37.64,3.287,127,14.021
12,14/01/2011,Jan,"812,012",0,43.15,3.312,127,14.021
12,21/01/2011,Jan,"802,106",0,53.53,3.223,127,14.021
12,28/01/2011,Jan,"873,119",0,50.74,3.342,128,14.021
12,04/02/2011,Feb,"1,046,068",0,45.14,3.348,128,14.021
12,11/02/2011,Feb,"1,086,422",1,51.3,3.381,128,14.021
12,18/02/2011,Feb,"1,128,485",0,53.35,3.43,128,14.021
12,25/02/2011,Feb,"1,046,204",0,48.45,3.53,128,14.021
12,04/03/2011,Mar,"1,085,248",0,51.72,3.674,128,14.021
12,11/03/2011,Mar,"997,673",0,57.75,3.818,128,14.021
12,18/03/2011,Mar,"1,009,502",0,64.21,3.692,129,14.021
12,25/03/2011,Mar,"954,107",0,54.4,3.909,129,14.021
12,01/04/2011,Apr,"1,005,463",0,63.63,3.772,129,13.736
12,08/04/2011,Apr,"998,362",0,64.47,4.003,129,13.736
12,15/04/2011,Apr,"990,952",0,57.63,3.868,129,13.736
12,22/04/2011,Apr,"1,016,019",0,72.12,4.134,129,13.736
12,29/04/2011,Apr,"994,966",0,68.27,4.151,129,13.736
12,06/05/2011,May,"1,021,154",0,68.4,4.193,129,13.736
12,13/05/2011,May,"977,034",0,70.93,4.202,129,13.736
12,20/05/2011,May,"924,135",0,66.59,4.169,129,13.736
12,27/05/2011,May,"964,333",0,76.67,4.087,129,13.736
12,03/06/2011,Jun,"970,329",0,71.81,4.031,129,13.736
12,10/06/2011,Jun,"996,938",0,78.72,3.981,129,13.736
12,17/06/2011,Jun,"986,505",0,86.84,3.935,129,13.736
12,24/06/2011,Jun,"997,283",0,88.95,3.898,129,13.736
12,01/07/2011,Jul,"961,993",0,89.85,3.842,129,13.503
12,08/07/2011,Jul,"943,717",0,89.9,3.705,129,13.503
12,15/07/2011,Jul,"936,002",0,88.1,3.692,129,13.503
12,22/07/2011,Jul,"922,232",0,91.17,3.794,129,13.503
12,29/07/2011,Jul,"890,547",0,93.29,3.805,129,13.503
12,05/08/2011,Aug,"988,713",0,90.61,3.803,129,13.503
12,12/08/2011,Aug,"955,914",0,91.04,3.701,129,13.503
12,19/08/2011,Aug,"966,817",0,91.74,3.743,129,13.503
12,26/08/2011,Aug,"1,017,593",0,94.61,3.74,129,13.503
12,02/09/2011,Sep,"1,052,051",0,93.66,3.798,129,13.503
12,09/09/2011,Sep,"922,851",1,88,3.913,129,13.503
12,16/09/2011,Sep,"889,290",0,76.36,3.918,129,13.503
12,23/09/2011,Sep,"871,693",0,82.95,3.789,130,13.503
12,30/09/2011,Sep,"866,401",0,83.26,3.877,130,13.503
12,07/10/2011,Oct,"951,245",0,70.44,3.827,130,12.89
12,14/10/2011,Oct,"927,600",0,67.31,3.805,130,12.89
12,21/10/2011,Oct,"938,605",0,73.05,3.842,130,12.89
12,28/10/2011,Oct,"990,926",0,67.41,3.727,130,12.89
12,04/11/2011,Nov,"1,051,945",0,59.77,3.828,130,12.89
12,11/11/2011,Nov,"1,095,092",0,48.76,3.824,130,12.89
12,18/11/2011,Nov,"970,641",0,54.2,3.813,130,12.89
12,25/11/2011,Nov,"1,591,920",1,53.25,3.622,130,12.89
12,02/12/2011,Dec,"1,071,383",0,52.5,3.701,130,12.89
12,09/12/2011,Dec,"1,189,646",0,42.17,3.644,130,12.89
12,16/12/2011,Dec,"1,293,404",0,43.29,3.6,130,12.89
12,23/12/2011,Dec,"1,617,612",0,45.4,3.541,130,12.89
12,30/12/2011,Dec,"1,111,638",1,44.64,3.428,130,12.89
12,06/01/2012,Jan,"945,824",0,50.43,3.599,130,12.187
12,13/01/2012,Jan,"865,468",0,48.07,3.657,130,12.187
12,20/01/2012,Jan,"855,923",0,46.2,3.66,130,12.187
12,27/01/2012,Jan,"888,204",0,50.43,3.675,130,12.187
12,03/02/2012,Feb,"1,058,768",0,50.58,3.702,130,12.187
12,10/02/2012,Feb,"1,199,331",1,52.27,3.722,130,12.187
12,17/02/2012,Feb,"1,240,049",0,51.8,3.781,130,12.187
12,24/02/2012,Feb,"1,112,035",0,53.13,3.95,131,12.187
12,02/03/2012,Mar,"1,147,637",0,52.27,4.178,131,12.187
12,09/03/2012,Mar,"1,113,209",0,54.54,4.25,131,12.187
12,16/03/2012,Mar,"1,088,499",0,64.44,4.273,131,12.187
12,23/03/2012,Mar,"1,045,420",0,56.26,4.038,131,12.187
12,30/03/2012,Mar,"1,025,382",0,64.36,4.294,131,12.187
12,06/04/2012,Apr,"1,128,766",0,64.05,4.121,131,11.627
12,13/04/2012,Apr,"1,083,811",0,64.28,4.254,131,11.627
12,20/04/2012,Apr,"1,006,487",0,66.73,4.222,131,11.627
12,27/04/2012,Apr,"1,004,252",0,77.99,4.193,131,11.627
12,04/05/2012,May,"1,073,434",0,76.03,4.171,131,11.627
12,11/05/2012,May,"1,041,995",0,77.27,4.186,131,11.627
12,18/05/2012,May,"1,020,486",0,84.51,4.11,131,11.627
12,25/05/2012,May,"991,514",0,83.84,4.293,131,11.627
12,01/06/2012,Jun,"981,345",0,78.11,4.277,131,11.627
12,08/06/2012,Jun,"1,086,231",0,84.83,4.103,131,11.627
12,15/06/2012,Jun,"1,019,556",0,85.94,4.144,131,11.627
12,22/06/2012,Jun,"981,386",0,91.61,4.014,131,11.627
12,29/06/2012,Jun,"943,125",0,90.47,3.875,131,11.627
12,06/07/2012,Jul,"1,014,899",0,89.13,3.765,131,10.926
12,13/07/2012,Jul,"960,313",0,95.61,3.723,131,10.926
12,20/07/2012,Jul,"941,550",0,85.53,3.726,131,10.926
12,27/07/2012,Jul,"916,968",0,93.47,3.769,131,10.926
12,03/08/2012,Aug,"958,667",0,88.16,3.76,131,10.926
12,10/08/2012,Aug,"984,690",0,95.91,3.811,131,10.926
12,17/08/2012,Aug,"1,005,003",0,94.87,4.002,131,10.926
12,24/08/2012,Aug,"1,048,101",0,85.32,4.055,131,10.926
12,31/08/2012,Aug,"1,061,943",0,89.78,4.093,131,10.926
12,07/09/2012,Sep,"955,146",1,88.52,4.124,131,10.926
12,14/09/2012,Sep,"885,892",0,83.64,4.133,131,10.926
12,21/09/2012,Sep,"922,735",0,82.97,4.125,131,10.926
12,28/09/2012,Sep,"880,416",0,81.22,3.966,131,10.926
12,05/10/2012,Oct,"979,826",0,81.61,3.966,131,10.199
12,12/10/2012,Oct,"934,917",0,71.74,4.468,131,10.199
12,19/10/2012,Oct,"960,945",0,68.66,4.449,131,10.199
12,26/10/2012,Oct,"974,698",0,65.95,4.301,131,10.199
13,05/02/2010,Feb,"1,967,221",0,31.53,2.666,126,8.316
13,12/02/2010,Feb,"2,030,933",1,33.16,2.671,126,8.316
13,19/02/2010,Feb,"1,970,275",0,35.7,2.654,127,8.316
13,26/02/2010,Feb,"1,817,850",0,29.98,2.667,127,8.316
13,05/03/2010,Mar,"1,939,980",0,40.65,2.681,127,8.316
13,12/03/2010,Mar,"1,840,687",0,37.62,2.733,127,8.316
13,19/03/2010,Mar,"1,879,795",0,42.49,2.782,127,8.316
13,26/03/2010,Mar,"1,882,096",0,41.48,2.819,127,8.316
13,02/04/2010,Apr,"2,142,482",0,42.15,2.842,127,8.107
13,09/04/2010,Apr,"1,898,321",0,38.97,2.877,127,8.107
13,16/04/2010,Apr,"1,819,660",0,50.39,2.915,127,8.107
13,23/04/2010,Apr,"1,909,331",0,55.66,2.936,126,8.107
13,30/04/2010,Apr,"1,785,823",0,48.33,2.941,126,8.107
13,07/05/2010,May,"2,005,478",0,44.42,2.948,126,8.107
13,14/05/2010,May,"1,890,273",0,50.15,2.962,126,8.107
13,21/05/2010,May,"1,853,658",0,57.71,2.95,126,8.107
13,28/05/2010,May,"1,877,359",0,53.11,2.908,126,8.107
13,04/06/2010,Jun,"2,022,705",0,59.85,2.871,126,8.107
13,11/06/2010,Jun,"2,037,881",0,65.24,2.841,126,8.107
13,18/06/2010,Jun,"2,003,435",0,58.41,2.819,126,8.107
13,25/06/2010,Jun,"1,970,340",0,71.83,2.82,126,8.107
13,02/07/2010,Jul,"2,018,315",0,78.82,2.814,126,7.951
13,09/07/2010,Jul,"1,870,844",0,71.33,2.802,126,7.951
13,16/07/2010,Jul,"1,932,231",0,77.79,2.791,126,7.951
13,23/07/2010,Jul,"1,907,351",0,82.27,2.797,126,7.951
13,30/07/2010,Jul,"1,817,887",0,78.94,2.797,126,7.951
13,06/08/2010,Aug,"1,969,121",0,81.24,2.802,126,7.951
13,13/08/2010,Aug,"1,877,593",0,74.93,2.837,126,7.951
13,20/08/2010,Aug,"1,997,398",0,76.34,2.85,126,7.951
13,27/08/2010,Aug,"1,908,278",0,75.31,2.854,126,7.951
13,03/09/2010,Sep,"1,911,853",0,65.71,2.868,126,7.951
13,10/09/2010,Sep,"1,772,144",1,65.74,2.87,126,7.951
13,17/09/2010,Sep,"1,790,280",0,66.84,2.875,126,7.951
13,24/09/2010,Sep,"1,705,655",0,68.22,2.872,126,7.951
13,01/10/2010,Oct,"1,765,584",0,68.74,2.853,126,7.795
13,08/10/2010,Oct,"1,871,924",0,63.03,2.841,126,7.795
13,15/10/2010,Oct,"1,851,431",0,54.12,2.845,126,7.795
13,22/10/2010,Oct,"1,796,950",0,56.89,2.849,126,7.795
13,29/10/2010,Oct,"1,887,895",0,45.12,2.841,126,7.795
13,05/11/2010,Nov,"1,854,968",0,49.96,2.831,126,7.795
13,12/11/2010,Nov,"1,939,965",0,42.55,2.831,127,7.795
13,19/11/2010,Nov,"1,925,394",0,42,2.842,127,7.795
13,26/11/2010,Nov,"2,766,400",1,28.22,2.83,127,7.795
13,03/12/2010,Dec,"2,083,380",0,25.8,2.812,127,7.795
13,10/12/2010,Dec,"2,461,468",0,36.78,2.817,127,7.795
13,17/12/2010,Dec,"2,771,647",0,35.21,2.842,127,7.795
13,24/12/2010,Dec,"3,595,903",0,34.9,2.846,127,7.795
13,31/12/2010,Dec,"1,675,292",1,26.79,2.868,127,7.795
13,07/01/2011,Jan,"1,744,544",0,16.94,2.891,127,7.47
13,14/01/2011,Jan,"1,682,316",0,20.6,2.903,127,7.47
13,21/01/2011,Jan,"1,770,177",0,34.8,2.934,127,7.47
13,28/01/2011,Jan,"1,633,663",0,31.64,2.96,128,7.47
13,04/02/2011,Feb,"1,848,187",0,23.35,2.974,128,7.47
13,11/02/2011,Feb,"1,944,439",1,30.83,3.034,128,7.47
